query,gene_hit,%identiy,length,n_mismatch,gapopen,querystart,queryend,subjectstart,subjectend,evalue,bitscore
0c81cc81-3324-4a40-8732-565332383901,RBSc36,100.000,31,0,0,810,840,1,31,5.24e-13,58.4
fdc2873d-6174-40b9-b2be-a2e588fe1c00,RBSc36,100.000,31,0,0,1923,1953,1,31,7.18e-13,58.4
0469adb3-86e6-4cfe-9a9c-8deed88c5592,RBSc36,100.000,31,0,0,377,407,31,1,1.68e-13,58.4
5821c5ee-6e96-49a8-b40c-9123e3a5d0d1,RBSc13,100.000,31,0,0,297,327,31,1,5.08e-13,58.4
09950408-752f-42bf-be9e-b73721afdf67,RBSc36,100.000,31,0,0,1468,1498,1,31,1.36e-12,58.4
dc668585-aa5f-41ea-a980-ca83af828e6d,RBSc36,100.000,31,0,0,1321,1351,1,31,1.09e-12,58.4
f11152b5-51a8-4adc-b644-87b0e24cfc28,RBSc36,100.000,31,0,0,346,376,31,1,7.11e-13,58.4
d2b8a250-1e2d-4419-8665-d5603c449b9d,RBSc36,100.000,31,0,0,1047,1077,31,1,5.77e-13,58.4
2a7bc62c-6b02-4bde-89e3-6de4a45ad91a,RBSc58,100.000,31,0,0,4066,4096,31,1,1.69e-12,58.4
2a7bc62c-6b02-4bde-89e3-6de4a45ad91a,RBSc36,100.000,31,0,0,1151,1181,31,1,1.69e-12,58.4
43f2315c-3837-4ccd-9caa-601971d87009,RBSc58,100.000,31,0,0,664,694,1,31,4.65e-13,58.4
d327f5b0-ae09-4cf7-9d04-a9e565205e10,RBSc36,100.000,31,0,0,842,872,1,31,6.96e-13,58.4
e8e570d0-33b0-4f30-8c0b-7d9e4f020267,RBSc36,100.000,31,0,0,2444,2474,31,1,1.03e-12,58.4
4558e475-cd41-4e5c-9fd3-2b13b7e49916,RBSc58,100.000,31,0,0,823,853,1,31,1.69e-12,58.4
d1332462-dc90-4738-b8e3-912530e78152,RBSc44,100.000,30,0,0,717,746,30,1,1.57e-12,56.5
352afbae-bc04-4f02-8e05-1027d7d9dc03,RBSc36,100.000,31,0,0,2437,2467,31,1,9.18e-13,58.4
32689bca-03ff-40b2-a96d-424700a2e645,RBSc44,100.000,30,0,0,653,682,1,30,1.58e-12,56.5
1efc2260-2f94-4887-b2c0-91f389f16c46,RBSc36,100.000,31,0,0,2996,3026,1,31,1.65e-12,58.4
2ddec753-d00a-4943-a6cd-976c814aacf0,RBSc36,100.000,31,0,0,246,276,1,31,3.78e-13,58.4
9b4c6049-b917-4c44-9c12-5e480ebe0cc5,RBSc58,100.000,31,0,0,379,409,1,31,1.68e-12,58.4
9b4c6049-b917-4c44-9c12-5e480ebe0cc5,RBSc36,100.000,31,0,0,3280,3310,1,31,1.68e-12,58.4
03786b59-e9c5-4830-a9b2-59bdb75efc43,RBSc42,100.000,31,0,0,148,178,1,31,1.78e-13,58.4
3c90ed4f-27c2-4393-905a-5fff128abd6a,RBSc36,100.000,31,0,0,2905,2935,31,1,1.09e-12,58.4
3f213179-ab0b-4cec-a27c-3a49ef35e352,RBSc58,100.000,31,0,0,3217,3247,1,31,1.67e-12,58.4
3f213179-ab0b-4cec-a27c-3a49ef35e352,RBSc36,100.000,31,0,0,540,570,1,31,1.67e-12,58.4
a0e50429-0a05-4827-9d10-adf38b889363,RBSc36,100.000,31,0,0,1951,1981,1,31,7.11e-13,58.4
512cd393-0184-404c-9c8d-612d30f2bb78,RBSc36,100.000,31,0,0,240,270,31,1,5.45e-13,58.4
9765e87e-0461-4a93-b6ff-ffe41e27e9c8,RBSc36,100.000,31,0,0,595,625,1,31,5.21e-13,58.4
ad491bce-9edf-4344-8cac-80974c2106d9,RBSc36,100.000,31,0,0,437,467,1,31,6.34e-13,58.4
d3612de8-9448-4a4f-858c-71b9ace301d3,RBSc58,100.000,28,0,0,59,86,4,31,7.83e-11,52.8
564a5beb-df2d-4e3b-9355-452be91ea2aa,RBSc36,100.000,31,0,0,5403,5433,31,1,1.68e-12,58.4
1825387f-bd5a-42d1-92be-a16449085dbf,RBSc58,100.000,31,0,0,76,106,31,1,1.48e-13,58.4
6fd9a37c-bf14-4500-b939-664d09bb38a6,RBSc36,100.000,31,0,0,1295,1325,1,31,7.09e-13,58.4
af9cb1e5-b475-4065-936e-172bcdfe0b8a,RBSc36,100.000,31,0,0,617,647,31,1,7.11e-13,58.4
736f9fcd-5ea2-4d65-ae05-7d071334dc25,RBSc36,100.000,31,0,0,982,1012,31,1,7.08e-13,58.4
39e55847-e5bf-4285-9765-214f85e6b122,RBSc58,100.000,31,0,0,5459,5489,1,31,1.69e-12,58.4
39e55847-e5bf-4285-9765-214f85e6b122,RBSc36,100.000,31,0,0,2786,2816,1,31,1.69e-12,58.4
b11d37dc-9dc0-4e75-8ad1-7fe82f348970,RBSc36,100.000,31,0,0,1370,1400,1,31,4.54e-13,58.4
2c596424-0512-41f8-89ea-2c32921afded,RBSc36,100.000,31,0,0,285,315,1,31,8.60e-13,58.4
356d8cc7-03e6-49d4-b7ad-eca1798f1c9f,RBSc44,100.000,30,0,0,134,163,30,1,1.41e-12,56.5
2970306d-8d81-4c05-91e1-3a0e065819ba,RBSc36,100.000,31,0,0,51,81,1,31,1.50e-13,58.4
bd1eac84-845f-4899-93f0-3eefcebb0383,RBSc44,100.000,30,0,0,738,767,1,30,1.60e-12,56.5
f76fccc9-b22d-4fd7-b9af-6fbfe0298778,RBSc36,100.000,31,0,0,417,447,31,1,2.37e-13,58.4
fc7356c2-8d40-4b7d-b934-d7d1b94bd55b,RBSc36,100.000,31,0,0,775,805,31,1,8.08e-13,58.4
8d0e1eda-f520-4565-8cce-067bc8707317,RBSc36,100.000,31,0,0,362,392,1,31,7.14e-13,58.4
158f7355-b7c8-4f39-a8d3-4b9642d75fb2,RBSc33,100.000,31,0,0,22,52,1,31,3.92e-13,58.4
e27e7cfd-a98b-4978-8a13-f59cafb36eab,RBSc36,100.000,31,0,0,284,314,1,31,3.32e-13,58.4
d90b3ec9-eb87-416d-be31-c01c29b71db2,RBSc36,100.000,31,0,0,267,297,31,1,1.53e-13,58.4
ae8aceb3-0bed-4b62-b7a1-1ed14ef299ec,RBSc36,100.000,31,0,0,1988,2018,31,1,7.46e-13,58.4
61555ec0-4944-46a2-aacf-198875a1225d,RBSc36,100.000,31,0,0,2113,2143,31,1,9.71e-13,58.4
b901fb17-4aaa-46a4-8ae2-84f25c63684a,RBSc36,100.000,31,0,0,2031,2061,31,1,1.70e-12,58.4
a5aa8007-2aab-4f8c-a2d6-5a4053df2ff7,RBSc36,100.000,31,0,0,4125,4155,31,1,1.69e-12,58.4
fcb5f0df-f0a6-4545-8ba2-d1dc221b9eb9,RBSc36,100.000,31,0,0,1411,1441,1,31,4.98e-13,58.4
16055388-e632-4504-98ae-e54b2493e724,RBSc42,100.000,31,0,0,4115,4145,1,31,1.69e-12,58.4
16055388-e632-4504-98ae-e54b2493e724,RBSc36,100.000,29,0,0,1439,1467,1,29,2.19e-11,54.7
6334bfb3-8b11-457e-b23a-f76da9011f6a,RBSc36,100.000,31,0,0,598,628,31,1,6.64e-13,58.4
da049a1a-9c36-472b-b189-bec6a800b4b4,RBSc44,100.000,30,0,0,1152,1181,1,30,3.44e-12,56.5
c99bf72c-222b-47ea-9640-769223bc90b4,RBSc36,100.000,31,0,0,87,117,31,1,2.07e-13,58.4
0fd68544-64c3-4953-bf94-954a333b0478,RBSc36,100.000,31,0,0,93,123,31,1,3.70e-13,58.4
e4bd9536-952f-4808-867a-007ab97bf7ec,RBSc36,100.000,31,0,0,788,818,1,31,1.69e-12,58.4
e4bd9536-952f-4808-867a-007ab97bf7ec,RBSc36,100.000,31,0,0,3708,3738,1,31,1.69e-12,58.4
bb451656-ebee-428c-aaf1-40198c0b9008,RBSc36,100.000,29,0,0,12,40,3,31,9.09e-12,54.7
5369a215-6f5f-4306-a3e8-e7da37118c28,RBSc36,100.000,31,0,0,2665,2695,31,1,1.13e-12,58.4
d77acb44-9e63-4133-a5f0-be426594ea54,RBSc36,100.000,31,0,0,700,730,31,1,7.11e-13,58.4
a3186a50-3196-4932-96d8-afbf2e3490e1,RBSc36,100.000,31,0,0,1512,1542,1,31,7.08e-13,58.4
8ab4323c-7b4f-4f3e-9bd0-6afafa833b6e,RBSc44,100.000,30,0,0,1530,1559,30,1,2.56e-12,56.5
41f84e1f-ba00-448a-b791-9b9af11a5fb3,RBSc13,100.000,31,0,0,5342,5372,31,1,1.69e-12,58.4
41f84e1f-ba00-448a-b791-9b9af11a5fb3,RBSc36,100.000,31,0,0,2440,2470,31,1,1.69e-12,58.4
f376ea1d-fcfa-4296-8595-9b0ec742e260,RBSc58,100.000,31,0,0,4344,4374,31,1,1.69e-12,58.4
f376ea1d-fcfa-4296-8595-9b0ec742e260,RBSc36,100.000,31,0,0,1433,1463,31,1,1.69e-12,58.4
890c8581-3bd2-4aac-b205-15dde0557580,RBSc36,100.000,31,0,0,4150,4180,1,31,1.57e-12,58.4
521a7a19-c083-4c2a-a098-a3f507701741,RBSc58,100.000,31,0,0,2067,2097,1,31,7.46e-13,58.4
bf121131-1d6e-4ebd-afcc-89f619416c32,RBSc36,100.000,31,0,0,601,631,1,31,7.30e-13,58.4
c3904f8d-e2fc-4224-b93b-fb3bb1022c5b,RBSc36,100.000,31,0,0,450,480,31,1,2.53e-13,58.4
485eeb9f-8488-44ff-9ccc-e745cd61282f,RBSc36,100.000,31,0,0,750,780,1,31,1.69e-12,58.4
