query,gene_hit,%identiy,length,n_mismatch,gapopen,querystart,queryend,subjectstart,subjectend,evalue,bitscore
f58a56a4-9215-457a-a1ef-2942906902b6,T2_L3S2P21,100.000,61,0,0,2142,2202,61,1,6.71e-29,113
f58a56a4-9215-457a-a1ef-2942906902b6,T1_L3S2P55,96.491,57,1,1,2624,2679,57,1,8.74e-23,93.5
687e9abd-f886-4283-a7ce-225d298a29b8,T2_L3S2P21,98.361,61,0,1,1204,1263,1,61,4.64e-27,106
b1ef419b-8bd1-459c-acf9-b3c167278548,T2_L3S2P21,100.000,61,0,0,1016,1076,61,1,2.77e-29,113
959e3b23-a6b0-477e-b685-a84125a43ea3,T2_L3S2P21,98.361,61,0,1,427,486,1,61,2.34e-27,106
6b609502-9edc-4897-aca0-26836f176c69,T2_L3S2P21,96.825,63,0,2,276,338,61,1,3.08e-27,104
cf0d68be-6ac2-4a71-8c99-1e470a5d5306,T1_L3S2P55,100.000,57,0,0,341,397,57,1,1.82e-27,106
c04147e4-3981-46ee-a491-14c06ea817bf,T1_L3S2P55,96.491,57,1,1,1263,1318,1,57,2.48e-23,93.5
eca9bc1f-e4c0-4de1-85d5-40ff867a3bda,T2_L3S2P21,100.000,61,0,0,3296,3356,61,1,5.57e-29,113
eca9bc1f-e4c0-4de1-85d5-40ff867a3bda,T1_L3S2P55,100.000,56,0,0,3700,3755,56,1,3.35e-26,104
84cbd50b-969d-4724-a4a5-3d1595820444,T2_L3S2P21,100.000,61,0,0,595,655,61,1,3.29e-29,113
84cbd50b-969d-4724-a4a5-3d1595820444,T1_L3S2P55,100.000,50,0,0,1083,1132,50,1,4.29e-23,93.5
873e3763-6d7f-4b30-b1df-36abd479ed5a,T1_L3S2P55,100.000,57,0,0,128,184,57,1,8.99e-27,106
f3985bf9-40e5-475a-808d-e8018ce3ee0e,T2_L3S2P21,100.000,61,0,0,5519,5579,61,1,6.71e-29,113
f3985bf9-40e5-475a-808d-e8018ce3ee0e,T1_L3S2P55,98.246,57,1,0,410,466,57,1,5.23e-25,100
0d671a38-737c-475f-9fb1-b34a5dc0ef81,T2_L3S2P21,100.000,61,0,0,340,400,61,1,7.61e-29,113
0d671a38-737c-475f-9fb1-b34a5dc0ef81,T1_L3S2P55,100.000,57,0,0,822,878,57,1,1.27e-26,106
e4fa7d1c-d418-4457-a2ac-998da00dfd16,T1_L3S2P55,100.000,57,0,0,3118,3174,1,57,7.57e-27,106
8ca57bcf-819b-4558-98bc-069ecfb364e5,T2_L3S2P21,98.361,61,1,0,1692,1752,1,61,3.11e-27,108
8ca57bcf-819b-4558-98bc-069ecfb364e5,T1_L3S2P55,98.246,57,1,0,1212,1268,1,57,5.20e-25,100
911e03c1-486a-4d6f-989e-d9fa32b3c683,T2_L3S2P21,100.000,61,0,0,3558,3618,61,1,4.63e-29,113
ef0fad41-bdd3-4f59-853b-a1da5fce4875,T1_L3S2P55,98.246,57,0,1,5412,5467,1,57,1.88e-24,99.0
ef0fad41-bdd3-4f59-853b-a1da5fce4875,T2_L3S2P21,95.082,61,1,1,299,357,1,61,2.43e-23,95.3
83ce6027-53f7-4fcf-8e50-b1668ff7debb,T2_L3S2P21,96.667,60,1,1,649,707,1,60,3.09e-25,99.0
83ce6027-53f7-4fcf-8e50-b1668ff7debb,T1_L3S2P55,100.000,52,0,0,174,225,1,52,1.11e-24,97.1
