query,gene_hit,%identiy,length,n_mismatch,gapopen,querystart,queryend,subjectstart,subjectend,evalue,bitscore
a36c0d0d-1de3-4dde-ab13-f60201442862,J23113,100.000,35,0,0,1502,1536,1,35,5.07e-15,65.8
acb59eb8-1894-4e9b-9dc4-2f70bbf5e6d3,J23116,100.000,35,0,0,1119,1153,35,1,5.14e-15,65.8
0c81cc81-3324-4a40-8732-565332383901,J23107,100.000,31,0,0,776,806,5,35,6.34e-13,58.4
fdc2873d-6174-40b9-b2be-a2e588fe1c00,J23102,100.000,35,0,0,1885,1919,1,35,5.19e-15,65.8
0469adb3-86e6-4cfe-9a9c-8deed88c5592,J23118,100.000,35,0,0,411,445,35,1,1.20e-15,65.8
5821c5ee-6e96-49a8-b40c-9123e3a5d0d1,J23113,100.000,35,0,0,331,365,35,1,3.67e-15,65.8
09950408-752f-42bf-be9e-b73721afdf67,J23113,100.000,35,0,0,4098,4132,1,35,9.94e-15,65.8
09950408-752f-42bf-be9e-b73721afdf67,J23118,100.000,35,0,0,1430,1464,1,35,9.94e-15,65.8
dc668585-aa5f-41ea-a980-ca83af828e6d,J23118,100.000,35,0,0,1283,1317,1,35,7.92e-15,65.8
f11152b5-51a8-4adc-b644-87b0e24cfc28,J23116,100.000,35,0,0,380,414,35,1,5.14e-15,65.8
d2b8a250-1e2d-4419-8665-d5603c449b9d,J23107,100.000,35,0,0,1081,1115,35,1,4.18e-15,65.8
2a7bc62c-6b02-4bde-89e3-6de4a45ad91a,J23118,100.000,35,0,0,1185,1219,35,1,1.24e-14,65.8
43f2315c-3837-4ccd-9caa-601971d87009,J23113,100.000,35,0,0,626,660,1,35,3.36e-15,65.8
d327f5b0-ae09-4cf7-9d04-a9e565205e10,J23116,100.000,35,0,0,804,838,1,35,5.03e-15,65.8
e8e570d0-33b0-4f30-8c0b-7d9e4f020267,J23102,100.000,35,0,0,2478,2512,35,1,7.52e-15,65.8
65c17300-5977-48cf-a5a1-0c6facd3d9bd,J23107,100.000,35,0,0,594,628,1,35,2.99e-15,65.8
4558e475-cd41-4e5c-9fd3-2b13b7e49916,J23107,100.000,35,0,0,3707,3741,1,35,1.24e-14,65.8
4558e475-cd41-4e5c-9fd3-2b13b7e49916,J23113,100.000,35,0,0,785,819,1,35,1.24e-14,65.8
d1332462-dc90-4738-b8e3-912530e78152,J23116,100.000,35,0,0,750,784,35,1,3.17e-15,65.8
352afbae-bc04-4f02-8e05-1027d7d9dc03,J23113,100.000,35,0,0,2471,2505,35,1,6.70e-15,65.8
32689bca-03ff-40b2-a96d-424700a2e645,J23116,100.000,35,0,0,615,649,1,35,3.18e-15,65.8
1efc2260-2f94-4887-b2c0-91f389f16c46,J23116,100.000,35,0,0,43,77,1,35,1.20e-14,65.8
1efc2260-2f94-4887-b2c0-91f389f16c46,J23113,100.000,35,0,0,2958,2992,1,35,1.20e-14,65.8
9b4c6049-b917-4c44-9c12-5e480ebe0cc5,J23102,100.000,35,0,0,3242,3276,1,35,1.23e-14,65.8
6fa3f214-6636-4fb6-b9c2-7c5aff4d94c1,J23113,100.000,35,0,0,467,501,1,35,6.73e-15,65.8
03786b59-e9c5-4830-a9b2-59bdb75efc43,J23118,100.000,35,0,0,110,144,1,35,1.27e-15,65.8
3c90ed4f-27c2-4393-905a-5fff128abd6a,J23113,100.000,35,0,0,2939,2973,35,1,7.93e-15,65.8
3c90ed4f-27c2-4393-905a-5fff128abd6a,J23113,100.000,35,0,0,260,294,35,1,7.93e-15,65.8
3f213179-ab0b-4cec-a27c-3a49ef35e352,J23113,100.000,35,0,0,502,536,1,35,1.22e-14,65.8
3f213179-ab0b-4cec-a27c-3a49ef35e352,J23113,100.000,35,0,0,3179,3213,1,35,1.22e-14,65.8
65340685-4e8e-4b46-86bd-998206f97969,J23107,100.000,32,0,0,671,702,1,32,8.03e-14,60.2
6f5a53ca-2908-4772-b310-ac6e260768b0,J23107,100.000,35,0,0,701,735,1,35,5.09e-15,65.8
97a4e964-ebdf-4c08-a2e3-6b48898a1fb2,J23116,100.000,35,0,0,647,681,1,35,5.09e-15,65.8
6e90d790-0092-4e4f-b64c-c877620d281f,J23116,100.000,35,0,0,2023,2057,1,35,5.17e-15,65.8
3d82b145-c918-4486-a66e-5f4531afb054,J23113,100.000,35,0,0,1562,1596,35,1,5.14e-15,65.8
9dc2e024-7d2d-44d7-b22a-eca36400099f,J23116,100.000,35,0,0,2058,2092,1,35,1.25e-14,65.8
d3612de8-9448-4a4f-858c-71b9ace301d3,J23113,100.000,35,0,0,14,48,1,35,1.23e-14,65.8
d3612de8-9448-4a4f-858c-71b9ace301d3,J23113,100.000,35,0,0,2915,2949,1,35,1.23e-14,65.8
564a5beb-df2d-4e3b-9355-452be91ea2aa,J23107,100.000,35,0,0,2771,2805,35,1,1.23e-14,65.8
564a5beb-df2d-4e3b-9355-452be91ea2aa,J23113,100.000,33,0,0,5437,5469,35,3,1.59e-13,62.1
39e55847-e5bf-4285-9765-214f85e6b122,J23116,100.000,35,0,0,5421,5455,1,35,1.24e-14,65.8
e28d3dfd-2df8-4979-bcee-affc6d3843db,J23116,100.000,35,0,0,753,787,35,1,3.81e-15,65.8
da956e91-83d6-4e2e-bdf9-2be30b2c6719,J23107,100.000,35,0,0,1152,1186,35,1,5.13e-15,65.8
b11d37dc-9dc0-4e75-8ad1-7fe82f348970,J23107,100.000,35,0,0,1332,1366,1,35,3.29e-15,65.8
2c596424-0512-41f8-89ea-2c32921afded,J23107,100.000,35,0,0,247,281,1,35,5.96e-15,65.8
2970306d-8d81-4c05-91e1-3a0e065819ba,J23107,100.000,35,0,0,13,47,1,35,1.02e-15,65.8
bd1eac84-845f-4899-93f0-3eefcebb0383,J23116,100.000,35,0,0,700,734,1,35,3.22e-15,65.8
f76fccc9-b22d-4fd7-b9af-6fbfe0298778,J23113,100.000,35,0,0,451,485,35,1,1.70e-15,65.8
fc7356c2-8d40-4b7d-b934-d7d1b94bd55b,J23116,100.000,35,0,0,809,843,35,1,5.60e-15,65.8
01bce9b1-5713-42c7-9ec6-9a26a60202ec,J23113,100.000,35,0,0,1546,1580,1,35,5.15e-15,65.8
f4bcc93b-4aa3-461e-a117-44dec89a09d9,J23100,100.000,35,0,0,501,535,1,35,1.33e-15,65.8
4e0c4267-e491-404d-a3bb-c9f8eceb11e9,J23116,100.000,35,0,0,51,85,35,1,1.21e-15,65.8
74bbb366-f509-48d2-909e-2713aaf33935,J23113,100.000,35,0,0,35,69,35,1,1.22e-14,65.8
e27e7cfd-a98b-4978-8a13-f59cafb36eab,J23118,100.000,35,0,0,246,280,1,35,2.38e-15,65.8
ae8aceb3-0bed-4b62-b7a1-1ed14ef299ec,J23116,100.000,35,0,0,2022,2056,35,1,5.39e-15,65.8
61555ec0-4944-46a2-aacf-198875a1225d,J23118,100.000,35,0,0,2147,2181,35,1,7.09e-15,65.8
b901fb17-4aaa-46a4-8ae2-84f25c63684a,J23113,100.000,35,0,0,2065,2099,35,1,1.24e-14,65.8
b901fb17-4aaa-46a4-8ae2-84f25c63684a,J23116,100.000,33,0,0,4987,5019,35,3,1.60e-13,62.1
078c30c7-fcdc-49e0-977e-ecbcd1356c6b,J23116,100.000,35,0,0,1295,1329,1,35,5.17e-15,65.8
a5aa8007-2aab-4f8c-a2d6-5a4053df2ff7,J23116,100.000,35,0,0,4159,4193,35,1,1.24e-14,65.8
a5aa8007-2aab-4f8c-a2d6-5a4053df2ff7,J23118,100.000,35,0,0,1483,1517,35,1,1.24e-14,65.8
fcb5f0df-f0a6-4545-8ba2-d1dc221b9eb9,J23100,100.000,35,0,0,1373,1407,1,35,3.60e-15,65.8
16055388-e632-4504-98ae-e54b2493e724,J23116,100.000,35,0,0,1401,1435,1,35,1.23e-14,65.8
16055388-e632-4504-98ae-e54b2493e724,J23118,100.000,35,0,0,4077,4111,1,35,1.23e-14,65.8
6334bfb3-8b11-457e-b23a-f76da9011f6a,J23116,100.000,35,0,0,632,666,35,1,4.80e-15,65.8
da049a1a-9c36-472b-b189-bec6a800b4b4,J23102,100.000,35,0,0,869,903,1,35,6.98e-15,65.8
c4577d4d-18ce-4620-a100-443c1701d3cf,J23116,100.000,35,0,0,357,391,35,1,1.68e-15,65.8
b0340724-36d6-4ed3-bf27-d2651e093d1d,J23113,100.000,35,0,0,1870,1904,1,35,5.14e-15,65.8
6c242a78-42ab-4732-9cbe-1c114a8291a1,J23113,100.000,35,0,0,340,374,1,35,2.05e-15,65.8
c99bf72c-222b-47ea-9640-769223bc90b4,J23116,100.000,35,0,0,227,261,35,1,1.48e-15,65.8
c99bf72c-222b-47ea-9640-769223bc90b4,J23116,100.000,35,0,0,121,155,35,1,1.48e-15,65.8
bd405feb-850b-4801-936a-24d3cb63b0df,J23107,100.000,35,0,0,395,429,1,35,3.89e-15,65.8
0fd68544-64c3-4953-bf94-954a333b0478,J23113,100.000,35,0,0,127,161,35,1,2.55e-15,65.8
e4bd9536-952f-4808-867a-007ab97bf7ec,J23116,100.000,35,0,0,750,784,1,35,1.23e-14,65.8
5369a215-6f5f-4306-a3e8-e7da37118c28,J23116,100.000,35,0,0,2699,2733,35,1,8.24e-15,65.8
07ee2242-eeda-4311-a228-6674759ad2fa,J23116,100.000,35,0,0,378,412,1,35,5.15e-15,65.8
a50857b4-412c-499e-bdc8-5c74a96ac834,J23116,100.000,35,0,0,494,528,1,35,3.35e-15,65.8
fcfafb20-0e8f-4f43-8521-5988d4998e58,J23113,100.000,35,0,0,617,651,1,35,1.60e-15,65.8
f7b33533-5982-4d7f-84a9-c558b3f12075,J23118,100.000,35,0,0,575,609,1,35,1.58e-15,65.8
41f84e1f-ba00-448a-b791-9b9af11a5fb3,J23107,100.000,35,0,0,2474,2508,35,1,1.23e-14,65.8
f376ea1d-fcfa-4296-8595-9b0ec742e260,J23113,100.000,35,0,0,4378,4412,35,1,1.23e-14,65.8
f376ea1d-fcfa-4296-8595-9b0ec742e260,J23113,100.000,35,0,0,1467,1501,35,1,1.23e-14,65.8
3b2c7121-16c8-422d-87e6-0f09250af7b8,J23116,100.000,35,0,0,541,575,1,35,1.77e-15,65.8
890c8581-3bd2-4aac-b205-15dde0557580,J23113,100.000,35,0,0,1611,1645,1,35,1.14e-14,65.8
890c8581-3bd2-4aac-b205-15dde0557580,J23118,100.000,35,0,0,4112,4146,1,35,1.14e-14,65.8
97b3b790-8efb-49c0-8302-0610302f9d0c,J23113,100.000,35,0,0,352,386,35,1,4.34e-15,65.8
